GC_ID,sample#,location,spp,C12.0,i-14.0,C14.0,C14.1n5,i-15.0,a-15.0,C15.0,C15.1w7,i-16.0,C16.0,C16.1w9,C16.1w8,C16.1w7,C16.1w6,C16.1w5,i-17.0,a-17.0,C17.0,C17.1n7,C16.2w7,C16.2w6,C16.2w4,C16.3w6,C16.3w4,C16.3w3,C16.4w3,C16.4w1,C18.0,C18.1w9,C18.1w7,C18.2w6t,C18.2w6,C18.3w6,C18.3w3,C18.4w4,C18.4w3,C18.5w3,C20.0,C20.1w9,C20.1w7,"C20.2-5,11","C20.2-5,13",C20.2w6,C20.3w6,C20.4w6,C20.3w3,C20.4w3,C20.5w3,C22.0,C22.1w9,C22.1w7,C22.2w6,C22.4w6,C22.5w6,C22.3w3,C22.4w3,C22.5w3,C22.6w3,C24.0,w-3,C16w-3,C18w-3,C20w-3,C22w-3,ALA+SDA,EPA,DHA,w-6,LIN,ARA,DPA,BrFA,C16MUFA,C18MUFA,MUFA,SAFA,LSAFA,LCPUFA,LCEFA,comments
201702.MFM_12_562017_12.qgd,12,SM-1,Spl.zone,0.236686224,0.014142857,3.268744898,0.020043367,0.050188776,0.014119898,0.049706633,0,0.007668367,15.80941837,0.214232143,0,1.631732143,0,0.048053571,0.014487245,0.014487245,0.041716837,0,0,0.079071429,0,0,0.051704082,1.625923469,7.358693878,0.048994898,0.659869898,1.682173469,2.616405612,0,8.159831633,0.268943878,14.81232398,0,12.98619643,0,1.44844898,0,0,0,0,0.076959184,0,0.175821429,0.112431122,0.153,3.221196429,0.164686224,0,0,0,0,0,0,0,1.559227041,0.055767857,0,41.8847602,8.984617347,27.79852041,3.486627551,1.614994898,22.97215561,3.221196429,0.055767857,8.760627551,8.159831633,0.175821429,0,0.115094388,1.894017857,0,6.192596939,21.67927806,0.164686224,3.452785714,5.277443878,
201702.MFM_13_562017_13.qgd,13,MS-1,Spl.zone,0.2412675,0.00963,3.663,0.0245925,0.06903,0.0168075,0.0603675,0,0.007695,17.0542575,0.3138525,0,1.7385075,0,0,0.0163125,0,0.0507825,0,0,0.1535625,0,0,0.0730125,3.105945,11.864385,0.1245825,0.55665,1.642725,2.053755,0,7.234605,0.3276,18.36576,0,15.6602475,0,1.0518075,0,0,0,0,0.0664425,0,0.2285775,0.1318725,0.1662975,3.51324,0.21042,0,0,0,0,0,0,0,1.5598575,0.1800225,0,54.5476275,14.97033,34.0260075,3.81141,1.73988,25.600365,3.51324,0.1800225,8.0107875,7.234605,0.2285775,0,0.119475,2.05236,0,5.74884,22.8885525,0.21042,3.92184,5.7798675,
201702.MFM_14_562017_14.qgd,14,EM-1,Spl.zone,0.247594737,0.016271053,2.611515789,0.025436842,0.078726316,0.023044737,0.052531579,0,0.011747368,11.95695,0.198568421,0,1.906721053,0,0.069631579,0.022286842,0.022286842,0.048931579,0,0,0.180615789,0,0,0.087607895,1.899971053,7.660563158,0.122873684,0.738,1.399618421,1.547502632,0,5.224571053,0.267513158,13.83292895,0,11.29888421,0,0.690868421,0,0,0,0,0.044786842,0,0.195821053,0.084410526,0.171023684,3.212644737,0.128463158,0,0,0,0,0.004026316,0,0,1.025621053,0.34245,0,39.52849737,9.560534211,25.13181316,3.468078947,1.368071053,19.0575,3.212644737,0.34245,5.917334211,5.224571053,0.195821053,0.004026316,0.174363158,2.174921053,0,5.122042105,16.47485526,0.128463158,3.750915789,5.035997368,
201702.MFM_15_562017_15.qgd,15,BGO-1,Spl.zone,0.09171,0.02205,5.3673075,0.04014,0.1522575,0.0346275,0.07902,0,0.0110025,20.2899825,0.2675925,0,1.2462525,0,0.0985725,0.02592,0.007785,0.0621225,0,0,0.1168425,0,0,0.0433125,2.1448575,13.26564,0.056205,0.65088,1.899135,2.1796875,0,7.5564675,0.4797225,15.9963525,0,20.2087575,0,1.0123425,0,0,0,0,0.09999,0,0.3849075,0.1694475,0.1419075,4.3100325,0.2691225,0,0,0,0,0,0,0,2.32263,0.1554525,0,58.7150775,15.4104975,36.20511,4.6213875,2.4780825,23.55282,4.3100325,0.1554525,8.63793,7.5564675,0.3849075,0,0.2536425,1.6124175,0,5.69124,27.8224875,0.2691225,4.8503925,7.4843775,
201702.MFM_16_562017_16.qgd,16,BGO-2,Spl.zone,0.026984589,0.011542808,0.830958904,0.006981164,0.041840753,0.016474315,0.038234589,0,0.006565068,4.898357877,0.077979452,0,2.416869863,0,0.046217466,0.010063356,0.008660959,0.021575342,0,0,0.059270548,0,0,0.019186644,0.367736301,0.724037671,0.032332192,0.296753425,0.606806507,0.496833904,0,1.135510274,0.092712329,2.442174658,0,1.36527226,0,0.141256849,0,0,0,0,0.014532534,0,0.097659247,0.032116438,0.039190068,0.889905822,0.046371575,0,0,0,0,0.004114726,0,0,0.221008562,0.036107877,0,6.117549658,1.091773973,3.807446918,0.961212329,0.257116438,3.577684932,0.889905822,0.036107877,1.403799658,1.135510274,0.097659247,0.004114726,0.09514726,2.541066781,0,3.644707192,6.300493151,0.046371575,1.023672945,1.32010274,
201702.MFM_17_562017_17.qgd,17,KD-2,Spl.zone,0.297252336,0.045672897,4.099121495,0.039280374,0.22361215,0.035390187,0.091871495,0,0.022058411,20.51772897,0.491404206,0,3.344025701,0,0.159434579,0.053684579,0.05088785,0.071306075,0,0,0.029586449,0,0,0.152915888,1.648724299,5.762481308,0.140614486,0.899285047,1.90467757,2.782913551,0,6.043226636,0.310037383,13.04169393,0,11.16229206,0,0.963420561,0,0,0,0,0.088675234,0,0.273364486,0.146165888,0.205002336,4.009184579,0.269221963,0,0,0,0,0.023530374,0,0,1.444205607,0.508731308,0,37.92848131,7.411205607,24.20398598,4.360352804,1.952936916,19.08492056,4.009184579,0.508731308,6.768420561,6.043226636,0.273364486,0.023530374,0.431306075,3.994864486,0,8.682455607,27.20920794,0.269221963,4.791280374,6.610184579,
201702.MFM_18_562017_18.qgd,18,KD-2,Drapa,0.021558673,0.007989796,0.976385204,0.017403061,0.057627551,0.008173469,0.065663265,0,0.004798469,16.79009694,0.50457398,0,6.067790816,0,0.133438776,0.018160714,0,0.052186224,0,0,0.168864796,0,0,0.602655612,0.602655612,12.46394388,0.080632653,0.586285714,4.88532398,0.27505102,0,4.271119898,0.147352041,43.52514796,0,4.864086735,0,0.167487245,0,0,0,0,0,0,0.059028061,0.128181122,0.384795918,0.508798469,0.631033163,0,0,0,0,0.002755102,0,0,0.003811224,0.05034949,0,62.53177041,13.06659949,48.38923469,1.02177551,0.054160714,47.79626786,0.508798469,0.05034949,4.649119898,4.271119898,0.059028061,0.002755102,0.09675,6.705803571,0,11.86617857,19.29069643,0.631033163,0.61817602,1.137719388,
201702.MFM_19_562017_19.qgd,19,MS-1,Drapa,0.04190625,0.008273438,2.489648438,0.050296875,0.16396875,0.012492188,0.117960938,0,0.009421875,29.93610938,0.749789063,0,10.58922656,0,0.314460938,0.039046875,0.009,0.074460938,0,0,0.406242188,0,0,0.001453125,1.915546875,28.95283594,0.317179688,0.916851563,5.759109375,0.553617188,0,6.330351563,0.135421875,67.10097656,0,7.73990625,0,0.175359375,0,0,0,0,0.028195313,0,0.0961875,0.217945313,0.731601563,1.591148438,0.7179375,0,0,0,0,0,0,0,0,0.211898438,0,108.4618594,30.86838281,74.84088281,2.540695313,0.211898438,73.43132813,1.591148438,0.211898438,6.996398438,6.330351563,0.0961875,0,0.242203125,11.65347656,0,17.96620313,34.47023438,0.7179375,1.899234375,2.84878125,
201702.MFM_20_562017_20.qgd,20,EM-1,Drapa,0.023188776,0.009206633,0.619048469,0.022982143,0.089816327,0.00984949,0.058408163,0,0.003260204,18.08781888,0.44719898,0,2.478535714,0,0.09197449,0.013063776,0.012283163,0.055262755,0,0,0.094132653,0,0,1.118755102,1.097242347,20.72532398,0.071632653,0.677594388,4.597255102,0.425778061,0,4.805471939,0.123451531,52.90741837,0,5.20622449,0,0.142346939,0,0,0,0,0.043048469,0,0.048214286,0.233563776,0.844094388,0.378229592,0.557678571,0,0,0,0,0,0,0,0,0.062632653,0,81.45472959,21.82256633,58.11364286,1.455887755,0.062632653,57.71289031,0.378229592,0.062632653,5.114318878,4.805471939,0.048214286,0,0.137479592,3.017709184,0,8.040742347,20.22134694,0.557678571,0.489076531,1.566734694,
201702.MFM_21_562017_21.qgd,21,BGO-1A,Drapa,0.042170103,0.003293814,0.685925258,0.030224227,0.093456186,0.006842784,0.057479381,0,0.005358247,14.03879381,0.396255155,0,1.914889175,0,0.169028351,0.01057732,0.01057732,0.040523196,0,0,0.055275773,0,0,0.004847938,0.453920103,13.05633247,0.023497423,0.582703608,2.994146907,0.352693299,0,2.495087629,0.124445876,35.76291495,0,5.226889175,0,0.134628866,0,0,0,0,0.02025,0,0.002435567,0.106329897,0.362528351,0.184569588,0.466028351,0,0,0,0,0.004384021,0,0,0,0.029551546,0,55.18303608,13.51025258,40.98980412,0.653427835,0.029551546,38.25800258,0.184569588,0.029551546,2.701878866,2.495087629,0.002435567,0.004384021,0.13010567,2.48017268,0,5.827012887,16.04825258,0.466028351,0.216556701,0.689798969,
201702.MFM_22_562017_22.qgd,22,BGO-2A,Drapa,0.019859694,0.011272959,0.660283163,0.02755102,0.04640051,0.00730102,0.057627551,0,0.00507398,18.71132143,0.389295918,0,1.919663265,0,0.114956633,0.011066327,0,0.052369898,0,0,0.080196429,0,0,0.738022959,0.738022959,13.01969388,0.04302551,0.636589286,4.102369898,0.606443878,0,5.319734694,0.10097449,35.50757143,0,4.036270408,0,0.130637755,0,0,0,0,0.036229592,0,0.040362245,0.075604592,0.169392857,0.379928571,0.610461735,0,0,0,0,0.005831633,0,0,0.002158163,0.078841837,0,54.00748469,13.75771684,39.54384184,0.62492602,0.081,40.82730612,0.379928571,0.078841837,5.583329082,5.319734694,0.040362245,0.005831633,0.081114796,2.423915816,0,7.132729592,20.87915051,0.610461735,0.499132653,0.752119898,
201702.MFM_23_562017_23.qgd,23,SM-1A,Drapa,0.024378866,0.00753866,0.709561856,0.026396907,0.060958763,0.010345361,0.05242268,0,0.006819588,15.46939948,0.358190722,0,2.602600515,0,0.145507732,0.017976804,0.018347938,0.045115979,0,0,0.074876289,0,0,0.771935567,0.771935567,13.98502577,0.061028351,0.731203608,4.02907732,0.469298969,0,2.710043814,0.092899485,33.7815,0,4.084886598,0,0.112314433,0,0,0,0,0.012548969,0,0.067268041,0.152953608,0.555448454,0.393819588,0.299180412,0,0,0,0,0,0,0,0,0.043167526,0,53.76873711,14.75696134,37.8663866,1.102221649,0.043167526,36.49154381,0.393819588,0.043167526,2.957636598,2.710043814,0.067268041,0,0.121987113,3.106298969,0,7.604675258,17.44357732,0.299180412,0.504255155,1.212657216,
201702.MFM_24_562017_24.qgd,24,LI-1,E.vitatus,2.17884949,0.245227041,28.57137245,0.858076531,0.823339286,0.326502551,1.035528061,0,0.158441327,91.06519133,1.027515306,0,50.30575255,0,0.477160714,0.567505102,0.251540816,0.843221939,0,0.719357143,5.983553571,0,0,2.409244898,3.910936224,16.14521939,5.137369898,6.956035714,130.2357857,13.91611224,0,14.99815561,2.070137755,37.47776786,0,33.52819133,0,3.858979592,0,0,0,0,1.998137755,0.595721939,5.485201531,4.923068878,2.953308673,68.44745663,0.102535714,0,0,0,1.275635204,1.389834184,0,0,4.351155612,16.23864031,0,187.9757449,20.05615561,71.00595918,76.32383418,20.58979592,52.47592347,68.44745663,16.23864031,33.79637755,14.99815561,5.485201531,1.389834184,2.372556122,51.81042857,0,195.9623265,134.6117143,0.102535714,90.17129847,105.660023,
201702.MFM_25_562017_25.qgd,25,LI-1,E.ver,1.975543689,0.138997573,28.14040049,1.063856796,0.629628641,0.23081068,0.673558252,0,0.129953883,44.47909223,1.162485437,0,54.88398786,0,0.467038835,0.605512136,0.287519417,0.664580097,0,0.667398058,13.57813835,0,0,6.252662621,4.440669903,17.84234709,16.55106553,9.488009709,175.602517,18.4434466,0,16.82842718,3.110898058,33.66312379,0,40.4449733,0,4.095895631,0,0,0,0,2.461762136,0.930320388,7.224116505,4.430730583,3.985383495,117.537182,0.082245146,0,0,0,2.51611165,1.423485437,0,0,6.031616505,24.23016262,0,252.6061893,22.28301699,74.10809709,125.9532961,30.26177913,50.49155097,117.537182,24.23016262,48.07325971,16.82842718,7.224116505,1.423485437,2.02242233,56.51351214,0,250.5594757,89.59932524,0.082245146,148.9914612,168.3091092,
201702.MFM_26_562017_26.qgd,26,BGO-1,E.vitatus,2.409545455,0.303431818,37.63065909,1.026727273,1.263,0.491636364,1.069045455,0,0.385136364,138.8644773,1.804909091,0,28.37390909,0,0.76775,1.253681818,0.804181818,1.123181818,0,0.765545455,6.49625,0,0,2.223022727,4.813113636,14.30768182,4.32425,12.86581818,189.5395227,22.95793182,0,23.25013636,2.397386364,52.20393182,0,37.92925,0,4.423568182,0,0,0,0,3.399454545,0.764772727,6.07425,5.802159091,4.081340909,76.15168182,0.202272727,0,0,0,1.399636364,1.296295455,0,0,6.329431818,15.14606818,0,216.7646591,19.12079545,90.13318182,86.03518182,21.4755,75.45406818,76.15168182,15.14606818,45.07818182,23.25013636,6.07425,1.296295455,4.501068182,30.94656818,0,243.4440227,198.5885682,0.202272727,97.372,117.0456364,
201702.MFM_27_562017_27.qgd,27,EM-1,E.vitatus,0.818012755,0.340530612,18.23700765,0.573704082,1.172663265,0.355591837,0.927872449,0,0.15272449,73.01422194,1.027951531,0,49.86064286,0,0.524272959,0.666045918,0.227410714,0.539931122,0,0.571982143,6.15402551,0,0,2.676260204,1.978461735,7.724640306,4.778977041,5.475214286,100.9359872,13.44909949,0,11.94003827,1.767283163,22.32987245,0,19.04090051,0,2.637045918,0,0,0,0,1.440022959,0.558482143,4.012576531,2.646390306,2.150977041,60.0856301,0,0,0,0,1.164742347,1.300522959,0,0,3.447459184,12.82722704,0,132.2315587,9.703102041,41.37077296,64.88299745,16.27468622,34.26991071,60.0856301,12.82722704,28.33769388,11.94003827,4.012576531,1.300522959,2.914966837,51.41286735,0,165.7979541,101.6493061,0,76.92543367,88.19400765,
201702.MFM_28_562017_28.qgd,28,SM-1,E.vitatus,3.824930412,0.168610825,30.8188067,0.882046392,0.715940722,0.324649485,0.747301546,0,0.13314433,90.27380412,0.852239691,0,42.47642784,0,0.429402062,0.498920103,0.314141753,0.78446134,0,0.734984536,4.969670103,0,0,3.31942268,3.047474227,15.2111366,4.495824742,7.633136598,121.5823454,13.1422732,0,16.06270361,1.954206186,41.57403866,0,33.77018041,0,3.250948454,0,0,0,0,2.047824742,0.503907216,4.980989691,4.738453608,2.974244845,61.53320876,0.131775773,0,0,0,1.320587629,1.979907216,0,0,3.221837629,22.6259768,0,188.6965515,18.25861082,75.34421907,69.24590722,25.84781443,57.63674227,61.53320876,22.6259768,33.81979639,16.06270361,4.980989691,1.979907216,2.155407216,43.75806959,0,178.4826881,137.4651649,0.131775773,89.14017526,103.8791134,
201702.MFM_29_562017_29.qgd,29,BGO-2,E.vitatus,4.126767327,0.126089109,38.6075495,1.296490099,0.525653465,0.220856436,0.615920792,0,0.128606436,68.54264109,1.184792079,0,52.74844307,0,0.363720297,0.41279703,0.256834158,0.689079208,0,0.648200495,3.807155941,0,0,1.495225248,4.715643564,20.67306683,3.921215347,9.016975248,168.6376559,15.74534406,0,17.14072277,1.490858911,48.35655446,0,34.45086386,0,3.583759901,0,0,0,0,1.462856436,0.373121287,3.404717822,5.007386139,2.574824257,39.73375248,0.130299505,0,0,0,0.591660891,0.853685644,0,0,3.047435644,9.76475495,0,168.3242822,25.3887104,82.80741832,47.31596287,12.81219059,65.49727723,39.73375248,9.76475495,29.1247797,17.14072277,3.404717822,0.853685644,1.670836634,54.29695545,0,238.6799554,125.3129926,0.130299505,52.90322525,65.35133911,
201702.MFM_31_562017_31.qgd,31,MS-1,Hyalella,1.049233696,0.197192935,13.17330978,0.196165761,0.636285326,0.252317935,0.58338587,0,0.17325,47.25088043,0.475263587,0,24.07847283,0,0.422559783,0.597008152,0.277508152,0.671331522,0,0.348065217,4.505038043,0,0,1.827122283,0.983690217,3.301777174,3.521298913,4.67880163,42.8068125,7.45601087,0,9.430067935,1.390597826,13.50124728,0,12.15648098,0,1.589600543,0,0,0,0,1.3815,0.505442935,5.081967391,1.582288043,1.618605978,61.11481793,0.153904891,0,0,0,1.378638587,2.012869565,0,0,3.455804348,15.21983152,0,112.9345435,4.285467391,25.65772826,64.31571196,18.67563587,22.93131522,61.11481793,15.21983152,25.68612228,9.430067935,5.081967391,2.012869565,2.1335625,24.9762962,0,75.23911957,69.15044837,0.153904891,81.41661685,91.9702663,
201702.MFM_32_562017_32.qgd,32,MS-1,E.vitatus,3.565830882,0.194404412,34.75477941,1.205382353,0.89625,0.333044118,0.909419118,0,0.173316176,74.38769118,1.368904412,0,57.44838971,0,1.033742647,0.595786765,0.295941176,0.889235294,0,0.820058824,5.590036765,0,0,2.354073529,3.823808824,19.86941912,5.098477941,11.72768382,177.7584706,21.25036765,0,17.58222794,2.047367647,52.87782353,0,32.79275735,0,4.891080882,0,0,0,0,2.090338235,0.567375,4.493007353,6.571213235,3.165617647,57.97504412,0.177397059,0,0,0,1.202536765,1.311463235,0,0,3.592588235,14.43725735,0,195.1055294,23.69322794,85.67058088,67.711875,18.02984559,70.46005147,57.97504412,14.43725735,34.88435294,17.58222794,4.493007353,1.311463235,2.488742647,59.85103676,0,258.859875,131.3031176,0.177397059,76.90530882,93.31610294,
201702.MFM_33_562017_33.qgd,33,KD-2,Snail,0.09135,0.079607143,3.784692857,0.120042857,0.194592857,0.108664286,0.310414286,0,0.133821429,8.4684,0.1134,0,5.286578571,0,0.389528571,0.596764286,0.670521429,0.563507143,0,0.129278571,1.490442857,0,0,0.239635714,0.452635714,1.237457143,0.303064286,4.411178571,6.659614286,2.807785714,0,8.293971429,0.30255,8.884028571,0,5.800135714,0,2.610707143,0,0,0,0,4.311107143,0.568521429,9.435728571,1.799378571,1.494385714,24.35592857,0,0,0,0,0.3894,1.71885,0,0,4.54005,7.269364286,0,55.83336429,1.690092857,14.68416429,27.64969286,11.80941429,17.178,24.35592857,7.269364286,26.51057143,8.293971429,9.435728571,1.71885,1.783971429,5.789507143,0,15.25690714,20.24025,0,41.06102143,51.57160714,
